Salary,DOJ,DOL,Designation,JobCity,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeTier,Degree,Specialization,collegeGPA,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Period,12GradAge,gyear,GradAge,AverageScore,Acadperf
325000,2014-08-01,2022-09-23,system engineer,Bengaluru,m,1991,86.4,cbse,2009,86.2,cbse,2,B.Tech/B.E.,EC,81.4,West Bengal,1970-01-01 00:00:00.000002014,720,630,750,0.338786347219528,485,292,0,0,0,228,0,1.2772,1.0449,0.7785,-1.2486,0.6721,8,18,1970,21,700.0,199.73333333333335
350000,2014-12-01,2022-09-23,software engineer,Gurgaon,m,1992,85.4,cbse,2010,67.8,cbse,2,B.Tech/B.E.,CS,82.67,Uttarakhand,1970-01-01 00:00:00.000002014,695,535,485,0.622642915849938,495,0,407,0,0,0,0,-2.0262,0.0459,0.4711,-0.995,0.2889,8,18,1970,22,571.6666666666666,180.75666666666666
105000,2013-09-01,2014-07-01,software developer,Bhopal,f,1991,78.6,state,2009,66.6,state,2,B.Tech/B.E.,CS,74.3,Madhya Pradesh,1970-01-01 00:00:00.000002013,345,440,545,0.635978756456794,445,0,0,0,0,0,0,-1.308,-0.9531,-0.2974,1.1601,-1.0524,1,18,1970,21,443.3333333333333,169.96666666666664
275000,2014-07-01,2022-09-23,software engineer,Bhubaneswar,m,1991,80.42,icse,2010,65.16,state,2,B.Tech/B.E.,CS,74.0,Orissa,1970-01-01 00:00:00.000002014,710,480,535,0.144789889482462,465,0,284,0,0,0,0,1.4208,0.8784,0.7785,-0.1076,0.2889,8,19,1970,21,575.0,170.24666666666664
260000,2012-12-01,2015-03-01,software engineer,New Delhi,m,1991,58.0,state,2008,65.0,state,2,B.Tech/B.E.,CS,69.8,Uttar Pradesh,1970-01-01 00:00:00.000002012,445,385,405,0.704090412131314,465,0,0,0,0,0,0,1.9011,1.6708,1.4702,-0.2902,0.9763,3,17,1970,21,411.6666666666667,146.26666666666665
300000,2014-11-01,2022-09-23,software engineer,Bengaluru,m,1991,84.5,state,2009,74.0,state,2,B.Tech/B.E.,EC,79.8,West Bengal,1970-01-01 00:00:00.000002013,535,590,605,0.338786347219528,365,292,0,0,0,0,0,0.5591,-0.1206,0.6248,0.9066,-0.6692,8,18,1970,21,576.6666666666666,185.1
175000,2014-05-01,2015-01-01,data analyst,Hyderabad,f,1992,91.3,state,2009,90.7,state,2,B.Tech/B.E.,EC,71.65,Telangana,1970-01-01 00:00:00.000002013,525,520,450,0.207392169717661,455,260,0,0,0,0,0,1.1336,0.2124,1.0859,-0.7415,-0.0943,1,17,1970,22,498.3333333333333,205.88333333333333
350000,2013-09-01,2015-04-01,etl developer,Hyderabad,m,1992,82.33,state,2009,84.0,state,2,B.Tech/B.E.,CS,68.6,Andhra Pradesh,1970-01-01 00:00:00.000002013,605,595,720,0.942116551485008,575,0,0,0,0,0,0,-0.8772,0.0459,0.4711,1.4136,0.6721,2,17,1970,22,640.0,189.19666666666666
200000,2013-08-01,2014-10-01,sales and service engineer,Bengaluru,m,1991,71.0,state,2007,69.0,state,2,B.Tech/B.E.,EC,64.28,Uttar Pradesh,1970-01-01 00:00:00.000002012,500,460,545,0.943272157866555,0,452,0,0,0,420,0,-0.4463,0.2124,0.01,-0.6147,1.0554,1,16,1970,21,501.6666666666667,161.42666666666668
275000,2012-03-01,2014-05-01,project engineer,Bengaluru,f,1988,78.0,cbse,2006,53.0,cbse,2,B.Tech/B.E.,CS,65.0,Orissa,1970-01-01 00:00:00.000002011,475,485,525,0.600057182338341,435,0,0,0,0,0,0,0.6646,0.8128,-0.344,-0.2902,0.1864,2,18,1970,18,495.0,152.66666666666666
395000,2011-12-01,2022-09-23,programmer analyst,Hyderabad,f,1990,83.3,state,2007,80.1,state,2,B.Tech/B.E.,CS,63.5,Telangana,1970-01-01 00:00:00.000002011,485,315,405,0.488347976782714,405,0,0,0,0,0,0,0.6646,0.9688,1.4267,0.8457,1.3976,11,17,1970,20,401.6666666666667,184.56666666666663
520000,2013-10-01,2022-09-23,technical support specialist,Hyderabad,m,1992,78.25,state,2009,74.6,state,2,B.Tech/B.E.,CS,78.6,West Bengal,1970-01-01 00:00:00.000002013,720,450,590,0.864685413370085,525,0,0,0,0,0,0,-0.8772,0.7119,0.4711,-0.1076,0.6721,9,17,1970,22,586.6666666666666,179.04999999999998
80000,2012-10-01,2013-03-01,software developer,Indore,m,1989,81.0,cbse,2006,61.0,cbse,2,B.Tech/B.E.,CS,67.5,Madhya Pradesh,1970-01-01 00:00:00.000002011,445,465,475,0.563267823666597,425,0,0,0,0,0,0,-0.5719,-0.5913,0.8171,0.2973,-0.1295,1,17,1970,19,461.6666666666667,164.5
215000,2013-10-01,2015-01-01,project manager,Gurgaon,m,1989,74.0,cbse,2006,64.0,state,2,B.Tech/B.E.,CS,76.0,Uttar Pradesh,1970-01-01 00:00:00.000002011,510,400,324,-1.0,0,0,0,0,0,0,0,0.5591,-0.4536,1.0859,-2.0092,-0.6692,2,17,1970,19,411.3333333333333,163.33333333333334
275000,2013-07-01,2014-06-01,training specialist,Bengaluru,f,1991,95.52,state,2009,94.33,state,2,B.Tech/B.E.,CS,83.63,Karnataka,1970-01-01 00:00:00.000002013,580,620,620,0.968237495890543,605,0,0,0,0,0,0,0.2718,1.0449,0.1637,-0.6147,0.6721,1,18,1970,21,606.6666666666666,217.72666666666666
700000,2014-07-01,2022-09-23,product manager,Jaipur,m,1992,87.4,cbse,2009,74.0,state,1,M.Tech./M.E.,other,72.79,Uttarakhand,1970-01-01 00:00:00.000002014,625,450,655,-1.0,0,0,0,0,0,0,0,-0.3027,-0.4536,-0.6048,-0.8682,0.0973,8,17,1970,22,576.6666666666666,185.66333333333336
240000,2014-02-01,2022-09-23,software engineer,Bengaluru,f,1991,86.6,cbse,2009,78.8,cbse,2,B.Tech/B.E.,EC,72.8,Karnataka,1970-01-01 00:00:00.000002013,735,505,450,0.279258511565122,515,0,0,0,0,292,0,-0.0154,-0.6201,-0.6048,-0.6147,-0.6692,8,18,1970,21,563.3333333333334,189.66666666666663
300000,2013-07-01,2022-09-23,system engineer,Greater Noida,m,1992,63.0,state,2008,61.0,state,2,B.Tech/B.E.,CS,70.64,Uttar Pradesh,1970-01-01 00:00:00.000002012,415,365,465,0.884122511593735,535,0,0,0,0,0,0,0.8192,1.4368,0.5269,-1.1128,0.0679,9,16,1970,22,415.0,147.54666666666668
340000,2014-05-01,2022-09-23,software developer,Pune,m,1989,70.0,state,2007,56.0,state,2,B.Tech/B.E.,CS,54.0,Maharashtra,1970-01-01 00:00:00.000002013,615,580,405,0.842248322257836,515,0,469,0,0,0,0,-0.7335,0.8784,0.3174,-1.6289,-0.2859,8,18,1970,19,533.3333333333334,144.0
520000,2013-05-01,2014-09-01,technical support engineer,Pune,f,1991,87.86,state,2008,74.67,state,2,B.Tech/B.E.,EC,62.33,Maharashtra,1970-01-01 00:00:00.000002012,545,595,435,0.538386892985096,0,333,0,0,0,393,0,-0.1082,1.0858,-0.3803,-0.2902,0.5024,1,17,1970,21,525.0,183.30666666666667
300000,2013-10-01,2022-09-23,operations manager,Bengaluru,m,1991,84.8,cbse,2009,75.0,cbse,2,B.Tech/B.E.,ME,61.8,Karnataka,1970-01-01 00:00:00.000002013,640,460,455,0.304510913720196,445,0,0,340,0,0,0,-0.3027,0.8784,-0.2974,0.3995,0.2889,9,18,1970,21,518.3333333333334,180.4
325000,2011-07-01,2022-09-23,system administrator,Bengaluru,f,1986,68.0,icse,2006,62.0,state,2,B.Tech/B.E.,EC,58.43,Karnataka,1970-01-01 00:00:00.000002011,495,475,445,0.538386892985096,0,333,0,0,0,286,0,-0.1082,-0.9033,-1.3599,0.7673,-0.4455,11,20,1970,16,471.6666666666667,149.47666666666666
475000,2014-02-01,2022-09-23,assistant manager,Bellary,m,1991,89.4,cbse,2009,75.6,state,2,B.Tech/B.E.,ME,82.53,Karnataka,1970-01-01 00:00:00.000002013,590,610,635,0.840840968763718,0,0,0,473,0,0,0,0.8463,0.0459,0.7785,-1.8824,0.4805,8,18,1970,21,611.6666666666666,192.51
570000,2010-09-01,2022-09-23,assistant manager,Bengaluru,m,1986,60.0,state,2005,71.0,state,1,B.Tech/B.E.,ME,73.4,Punjab,1970-01-01 00:00:00.000002010,555,515,635,-1.0,125,333,0,0,0,0,0,-0.2628,0.0328,-0.1988,-0.9953,0.3444,12,19,1970,16,568.3333333333334,155.46666666666667
445000,2013-02-01,2022-09-23,software engineer,Bengaluru,m,1990,63.0,cbse,2008,62.0,cbse,2,B.Tech/B.E.,CS,79.0,Rajasthan,1970-01-01 00:00:00.000002012,580,535,455,0.884122511593735,535,0,0,0,0,0,0,-0.2628,0.0328,-1.4688,1.9424,-1.3934,9,18,1970,20,523.3333333333334,151.33333333333334
205000,2014-05-01,2022-09-23,oracle dba,Chennai,f,1988,94.7,cbse,2006,94.7,state,2,B.Tech/B.E.,EC,67.0,Tamil Nadu,1970-01-01 00:00:00.000002010,525,585,535,0.824666400671332,0,400,0,0,0,0,0,-0.7264,0.9688,-1.0697,0.5323,-0.1295,8,18,1970,18,548.3333333333334,211.73333333333335
340000,2014-06-01,2022-09-23,application developer,Noida,m,1992,90.4,state,2010,78.2,state,2,B.Tech/B.E.,EC,87.8,West Bengal,1970-01-01 00:00:00.000002013,630,625,560,0.849802713510871,0,0,0,0,0,0,0,1.5644,1.5444,1.547,-2.5163,0.6721,8,18,1970,22,605.0,197.86666666666667
240000,2013-03-01,2014-01-01,software engineer,Gurgaon,f,1990,83.0,cbse,2009,74.0,cbse,2,B.Tech/B.E.,CS,67.0,Punjab,1970-01-01 00:00:00.000002013,605,585,590,0.704090412131314,465,0,0,0,0,0,0,1.5644,1.2114,1.547,-0.995,0.4805,1,19,1970,20,593.3333333333334,179.33333333333334
300000,2013-09-01,2022-09-23,software engineer,Hyderabad,m,1991,89.5,state,2009,92.2,state,2,B.Tech/B.E.,CS,75.12,Telangana,1970-01-01 00:00:00.000002013,545,580,795,0.942116551485008,575,0,0,0,0,0,0,0.1282,1.3779,1.3933,-2.136,1.0554,9,18,1970,21,640.0,206.73999999999998
510000,2012-01-01,2015-04-01,systems engineer,Bengaluru,f,1989,97.12,state,2007,90.33,state,2,B.Tech/B.E.,CS,82.84,Karnataka,1970-01-01 00:00:00.000002011,505,555,555,0.864685413370085,525,0,0,0,0,0,0,0.9737,0.3448,0.672,-0.5253,0.3444,3,18,1970,19,538.3333333333334,215.06333333333333
180000,2014-11-01,2014-06-01,staffing recruiter,Noida,m,1992,79.0,icse,2010,78.0,icse,2,B.Tech/B.E.,EC,73.0,Punjab,1970-01-01 00:00:00.000002014,485,610,575,0.493596387301038,495,324,0,0,0,0,0,-2.0262,0.3789,-1.2196,0.3995,0.6721,0,18,1970,22,556.6666666666666,181.33333333333334
145000,2014-09-01,2022-09-23,technical recruiter,NOIDA,m,1991,68.2,cbse,2010,60.0,cbse,2,B.Tech/B.E.,CS,72.23,Uttarakhand,1970-01-01 00:00:00.000002014,440,340,340,0.356536487724475,415,0,346,0,0,0,0,-2.1698,-0.1206,0.3174,-0.8682,-0.2859,8,19,1970,21,373.3333333333333,152.27666666666664
410000,2012-07-01,2015-04-01,java software engineer,Bengaluru,m,1990,71.2,cbse,2008,60.8,cbse,2,B.Tech/B.E.,CS,72.2,Madhya Pradesh,1970-01-01 00:00:00.000002012,485,525,515,0.843123726665742,515,0,0,0,0,0,0,-1.0355,-0.7863,-1.1422,-0.52527,-0.9194,3,18,1970,20,508.3333333333333,156.06666666666666
315000,2015-03-01,2022-09-23,software engineer,Pune,m,1991,75.0,cbse,2009,70.0,cbse,2,B.Tech/B.E.,CS,65.0,Rajasthan,1970-01-01 00:00:00.000002014,640,565,465,0.622642915849938,525,0,407,0,0,0,0,-0.0154,0.3789,1.2396,0.5262,0.6721,7,18,1970,21,556.6666666666666,166.66666666666666
450000,2011-06-01,2014-07-01,software engineer,Bengaluru,m,1989,93.94,state,2007,81.4,cbse,2,B.Tech/B.E.,CS,72.44,Kerala,1970-01-01 00:00:00.000002011,635,605,535,0.960903087163164,595,0,0,0,0,0,0,0.2009,0.3448,0.2366,-1.3478,-0.2875,3,18,1970,19,591.6666666666666,199.48666666666668
145000,2009-11-01,2011-07-01,assistant programmer,Bengaluru,m,1990,59.57,state,2007,55.0,state,2,M.Tech./M.E.,CS,88.0,Punjab,1970-01-01 00:00:00.000002015,395,540,535,0.992259189330951,665,0,0,0,0,0,0,0.4155,-0.4536,-1.8344,-0.8682,-0.0943,2,17,1970,20,490.0,143.90333333333334
335000,2014-03-01,2015-04-01,programmer analyst,Chennai,f,1992,86.3,state,2009,71.8,state,2,B.Tech/B.E.,EC,86.3,Orissa,1970-01-01 00:00:00.000002013,535,485,595,0.493596387301038,585,324,0,0,0,0,0,0.2718,1.2114,0.4711,0.1459,1.0554,1,17,1970,22,538.3333333333334,186.86666666666667
225000,2012-04-01,2013-01-01,quality associate,Bengaluru,m,1988,71.0,icse,2007,62.0,cbse,2,B.Tech/B.E.,EC,70.0,Orissa,1970-01-01 00:00:00.000002011,475,385,545,0.376059586651545,425,300,0,0,0,393,0,0.51,-0.4353,-0.344,0.2973,-0.1295,1,19,1970,18,468.3333333333333,156.33333333333334
200000,2013-03-01,2014-03-01,it analyst,Gurgaon,f,1989,84.14,cbse,2007,73.61,cbse,1,B.Tech/B.E.,CS,76.09,Delhi,1970-01-01 00:00:00.000002012,445,475,595,0.793580614548506,495,0,0,0,0,0,0,-1.8083,0.0328,-1.0697,-0.0552,-0.7615,1,18,1970,19,505.0,183.11333333333334
350000,2014-02-01,2022-09-23,system engineer,Pune,m,1991,80.53,state,2008,80.5,state,2,B.Tech/B.E.,CS,58.61,Maharashtra,1970-01-01 00:00:00.000002013,645,795,675,0.98374996654107,635,0,0,0,0,0,0,-0.4463,1.3779,0.9322,-0.995,0.8637,8,17,1970,21,705.0,180.56666666666666
200000,2014-12-01,2015-05-01,sales engineer,Noida,m,1991,73.0,cbse,2009,64.0,cbse,2,B.Tech/B.E.,EC,61.0,Uttar Pradesh,1970-01-01 00:00:00.000002014,430,370,450,0.557389505646088,0,388,0,0,420,0,0,0.1282,-0.9531,0.1637,0.653,0.2889,1,18,1970,21,416.6666666666667,157.33333333333334
325000,2013-07-01,2022-09-23,assistant manager,Ludhiana,m,1990,81.9,cbse,2008,72.0,cbse,2,B.Tech/B.E.,CS,71.9,Punjab,1970-01-01 00:00:00.000002012,465,415,485,-1.0,0,0,0,0,0,0,0,-1.308,-0.4536,0.01,0.1459,-1.0524,9,18,1970,20,455.0,177.86666666666667
120000,2014-02-01,2014-08-01,web developer,New Delhi ,m,1992,63.6,cbse,2010,53.6,cbse,2,B.Tech/B.E.,CS,60.0,Uttar Pradesh,1970-01-01 00:00:00.000002014,545,395,465,0.819416529835888,505,0,0,0,0,0,0,1.1336,1.2114,0.7785,-0.3612,0.6721,0,18,1970,22,468.3333333333333,137.2
500000,2011-03-01,2015-04-01,software engineer,Hyderabad,m,1986,72.5,cbse,2004,72.4,cbse,2,MCA,CS,77.43,Andhra Pradesh,1970-01-01 00:00:00.000002010,505,615,605,0.864685413370085,525,0,0,0,0,0,0,0.3555,-1.5273,0.8171,2.2949,0.6603,4,18,1970,16,575.0,170.71
385000,2012-09-01,2015-04-01,software developer,Mumbai,f,1990,84.0,cbse,2008,79.0,cbse,2,B.Tech/B.E.,CS,75.99,Uttar Pradesh,1970-01-01 00:00:00.000002012,485,415,615,0.793580614548506,495,0,0,0,0,0,0,-0.4173,0.5008,0.5269,0.1798,-0.1295,3,18,1970,20,505.0,188.32999999999998
320000,2014-07-01,2022-09-23,java developer,Pune,m,1992,66.16,state,2008,58.4,state,2,B.Tech/B.E.,CS,65.9,Uttar Pradesh,1970-01-01 00:00:00.000002013,575,505,565,0.819416529835888,505,0,0,0,0,0,0,1.9011,0.2668,0.3817,-0.9953,0.3444,8,16,1970,22,548.3333333333334,146.52666666666667
360000,2013-06-01,2015-06-01,java software engineer,Bengaluru,m,1989,81.6,cbse,2007,74.6,cbse,2,B.Tech/B.E.,CS,77.1,Karnataka,1970-01-01 00:00:00.000002012,455,565,404,0.901489571371033,545,0,0,0,0,0,0,-0.1082,0.8518,-0.1626,-0.7603,-0.2875,2,18,1970,19,474.6666666666667,181.89999999999998
120000,2014-10-01,2015-09-01,web developer,Hyderabad,f,1990,59.0,state,2007,69.0,state,2,MCA,CS,74.0,Andhra Pradesh,1970-01-01 00:00:00.000002014,275,415,310,0.0800552813405495,315,0,253,0,0,0,0,0.5591,0.2124,0.3174,0.5262,-0.2859,1,17,1970,20,333.3333333333333,152.66666666666666
325000,2014-02-01,2014-07-01,system engineer,Bengaluru,f,1990,86.5,cbse,2008,63.4,cbse,2,B.Tech/B.E.,CS,68.89,Delhi,1970-01-01 00:00:00.000002013,405,450,500,0.356536487724475,455,0,346,0,0,0,0,0.1282,-0.6201,-0.7585,-0.4879,0.0973,0,18,1970,20,451.6666666666667,172.86333333333334
240000,2012-12-01,2014-06-01,asp.net developer,Bengaluru,m,1990,68.0,cbse,2008,61.0,cbse,2,B.Tech/B.E.,CS,55.0,Punjab,1970-01-01 00:00:00.000002012,435,545,455,0.377551419424541,375,0,0,0,0,0,0,0.0464,1.2028,1.2525,0.8848,1.2923,2,18,1970,20,478.3333333333333,147.33333333333334
110000,2014-04-01,2014-07-01,quality controller,pune,m,1991,72.0,cbse,2009,60.0,cbse,2,B.Tech/B.E.,EC,62.5,Maharashtra,1970-01-01 00:00:00.000002013,560,370,370,0.649389714846691,0,356,346,0,0,0,0,0.2718,0.3789,0.1637,-0.8682,-0.6692,0,18,1970,21,433.3333333333333,152.83333333333334
300000,2015-01-01,2022-09-23,business analyst,Gurgaon,f,1993,72.0,cbse,2010,60.0,cbse,2,B.Tech/B.E.,CS,72.5,Uttar Pradesh,1970-01-01 00:00:00.000002014,500,360,510,0.356536487724475,405,0,346,0,0,0,0,0.8463,1.7109,1.2396,-1.3753,1.4386,7,17,1970,23,456.6666666666667,156.16666666666666
220000,2014-12-01,2015-04-01,customer service representative,Hyderabad,f,1992,83.5,state,2009,83.8,state,2,B.Tech/B.E.,CS,71.7,Telangana,1970-01-01 00:00:00.000002013,465,470,475,0.144789889482462,485,0,284,0,0,0,0,-0.0154,1.0449,-0.1437,-0.4879,0.8637,1,17,1970,22,470.0,191.20000000000002
415000,2013-08-01,2022-09-23,systems engineer,Bengaluru,m,1990,79.86,state,2008,78.86,state,2,B.Tech/B.E.,CS,74.44,Karnataka,1970-01-01 00:00:00.000002012,375,555,555,0.670743151433127,455,0,0,0,0,0,0,1.3215,0.3448,-0.4891,-1.2303,0.3444,9,18,1970,20,495.0,183.53333333333333
300000,2013-04-01,2015-04-01,java developer,Coimbatore,f,1990,93.5,cbse,2008,95.3,cbse,2,B.Tech/B.E.,CS,92.3,Tamil Nadu,1970-01-01 00:00:00.000002012,415,575,405,0.987207085890868,645,0,0,0,0,0,0,-0.5719,1.0858,-0.9245,0.0622299999999999,0.1864,2,18,1970,20,465.0,219.56666666666666
300000,2011-08-01,2022-09-23,maintenance engineer,Muzaffarnagar,m,1990,62.5,state,2007,68.0,state,2,B.Tech/B.E.,EC,74.0,Uttar Pradesh,1970-01-01 00:00:00.000002011,395,285,475,0.99526570569548,0,533,0,0,0,0,0,-0.1082,-0.5913,-0.1988,-0.0552,-0.2875,11,17,1970,20,385.0,155.16666666666666
345000,2015-02-01,2022-09-23,java developer,Gurgaon,m,1992,74.8,cbse,2009,68.0,cbse,2,B.Tech/B.E.,CS,69.0,Sikkim,1970-01-01 00:00:00.000002014,570,395,475,0.356536487724475,475,0,346,0,0,0,0,-0.0154,0.8784,-0.7585,0.3995,-0.4776,7,17,1970,22,480.0,165.8
515000,2011-01-01,2022-09-23,senior software developer,Mumbai,f,1989,84.0,cbse,2006,86.0,cbse,2,B.Tech/B.E.,CS,64.0,Maharashtra,1970-01-01 00:00:00.000002010,535,465,515,0.600057182338341,435,0,0,0,0,0,0,-1.8083,-0.2793,-0.344,-0.5253,-1.0774,11,17,1970,19,505.0,191.33333333333334
120000,2014-09-01,2015-01-01,client services associate,Bengaluru,m,1989,57.0,cbse,2009,64.0,state,2,B.Tech/B.E.,EC,65.8,Uttar Pradesh,1970-01-01 00:00:00.000002013,485,495,575,0.976292560913216,0,484,0,0,0,420,0,-0.8772,-0.4536,0.6248,0.7798,-0.8608,1,20,1970,19,518.3333333333334,142.93333333333334
400000,2014-09-01,2022-09-23,graduate engineer trainee,Pune,m,1992,73.2,cbse,2010,72.0,cbse,2,B.Tech/B.E.,EC,82.5,West Bengal,1970-01-01 00:00:00.000002014,640,625,585,0.881620069530177,475,420,0,0,0,0,0,-0.0154,0.3789,0.1637,-0.6147,-0.2859,8,18,1970,22,616.6666666666666,172.7
860000,2010-04-01,2015-03-01,senior software engineer,bangalore,m,1987,60.0,cbse,2005,76.44,cbse,2,B.Tech/B.E.,CS,71.22,Madhya Pradesh,1970-01-01 00:00:00.000002009,455,535,555,0.952245572924303,585,0,0,0,0,0,0,-1.1901,-0.4353,0.8171,0.8848,0.6603,5,18,1970,17,515.0,160.18
100000,2012-12-01,2022-09-23,mis executive,BHOPAL,m,1989,71.4,cbse,2008,78.66,cbse,2,B.Tech/B.E.,CS,68.0,Madhya Pradesh,1970-01-01 00:00:00.000002012,385,405,465,0.563267823666597,425,0,0,0,0,0,0,0.8192,-0.7473,-0.0537,-0.7603,0.3049,10,19,1970,19,418.3333333333333,172.72666666666666
520000,2011-12-01,2014-08-01,oracle dba,Gurgoan,m,1991,69.5,state,2008,64.4,state,2,MCA,CS,68.0,Sikkim,1970-01-01 00:00:00.000002013,435,575,415,-1.0,0,0,0,0,0,0,0,0.9737,0.6178,-0.7068,-0.17277,0.3444,3,17,1970,21,475.0,156.56666666666666
800000,2010-03-01,2022-09-23,qa analyst,New Delhi,m,1987,70.2,cbse,2005,75.6,cbse,1,B.Tech/B.E.,CS,68.93,Delhi,1970-01-01 00:00:00.000002009,415,525,615,0.635978756456794,445,0,0,0,0,0,0,-1.3447,-1.0593,-1.3599,0.8848,-0.9194,12,18,1970,17,518.3333333333334,168.77666666666667
325000,2015-02-01,2015-05-01,software development engineer,Chennai,f,1992,61.0,state,2010,61.0,state,2,B.Tech/B.E.,CS,75.0,Telangana,1970-01-01 00:00:00.000002014,455,510,500,0.952245572924303,585,0,0,0,0,0,0,0.2718,0.2124,0.3174,0.1459,-1.0524,0,18,1970,22,488.3333333333333,147.0
480000,2013-05-01,2022-09-23,software developer,Pune,m,1990,80.93,state,2009,79.83,state,2,B.Tech/B.E.,CS,61.93,Maharashtra,1970-01-01 00:00:00.000002012,385,445,275,0.563267823666597,425,0,0,0,0,0,0,1.3215,0.6568,0.672,-0.0846,-0.9194,9,19,1970,20,368.3333333333333,181.40333333333334
320000,2014-07-01,2022-09-23,system engineer,Bengaluru,f,1992,82.7,state,2010,91.0,state,2,B.Tech/B.E.,CS,73.0,Andhra Pradesh,1970-01-01 00:00:00.000002014,490,435,560,0.0800552813405495,425,0,253,0,0,0,0,0.4155,1.2114,0.4711,-0.4879,0.2889,8,18,1970,22,495.0,198.03333333333333
145000,2015-02-01,2022-09-23,graduate engineer trainee,Gagret,m,1993,82.3,state,2011,73.2,state,2,B.Tech/B.E.,ME,71.1,Punjab,1970-01-01 00:00:00.000002015,545,520,390,0.725984147969479,375,0,0,438,0,0,0,-1.5953,-0.9531,-0.2974,-1.2486,-0.6692,7,18,1970,23,485.0,179.2
360000,2014-08-01,2022-09-23,software developer,Bengaluru,m,1991,79.29,icse,2009,68.67,cbse,2,B.Tech/B.E.,CS,76.0,Tamil Nadu,1970-01-01 00:00:00.000002013,545,505,595,0.356536487724475,555,0,346,0,0,0,0,0.2718,0.7119,0.3174,-0.1076,1.4386,8,18,1970,21,548.3333333333334,173.29333333333335
500000,2012-11-01,2022-09-23,game developer,Bengaluru,m,1990,90.4,cbse,2009,97.5,cbse,2,B.Tech/B.E.,EC,87.1,Tamil Nadu,1970-01-01 00:00:00.000002012,555,625,595,0.0587928000083534,555,200,0,0,0,0,0,0.9737,-0.5523,0.925999999999999,0.53233,0.1864,10,19,1970,20,591.6666666666666,216.93333333333334
400000,2014-11-01,2022-09-23,operations analyst,New Delhi,m,1991,80.6,icse,2009,80.7,icse,2,B.Tech/B.E.,EC,72.5,Uttar Pradesh,1970-01-01 00:00:00.000002014,625,525,635,0.493596387301038,435,324,0,0,0,0,0,0.8463,0.8784,1.7007,-0.4879,0.0973,8,18,1970,21,595.0,185.46666666666667
300000,2011-08-01,2013-02-01,system engineer,Chennai,m,1990,81.5,state,2007,72.0,state,2,B.Tech/B.E.,EL,75.1,West Bengal,1970-01-01 00:00:00.000002011,475,585,615,0.229481754911755,0,266,0,0,0,0,0,-0.7264,0.6568,-2.2308,-0.5253,0.0284,2,17,1970,20,558.3333333333334,178.53333333333333
400000,2014-07-01,2022-09-23,software developer,Noida,m,1991,90.4,cbse,2010,82.6,cbse,2,B.Tech/B.E.,CS,75.8,Uttar Pradesh,1970-01-01 00:00:00.000002014,615,520,695,0.864685413370085,525,0,0,0,0,0,0,-0.7335,-0.9531,0.6248,0.0192,-1.8189,8,19,1970,21,610.0,198.26666666666665
200000,2014-12-01,2022-09-23,digital marketing specialist,"Indirapuram, Ghaziabad",m,1992,84.0,cbse,2010,77.4,cbse,2,B.Tech/B.E.,EC,72.3,Uttar Pradesh,1970-01-01 00:00:00.000002014,425,445,505,0.881620069530177,0,420,0,0,0,0,0,1.2828,0.1888,-1.3599,2.0599,-0.2875,8,18,1970,22,458.3333333333333,185.5
800000,2014-07-01,2015-04-01,software engineer,Bengaluru,f,1993,93.0,cbse,2010,88.0,cbse,2,B.Tech/B.E.,CS,81.9,Jharkhand,1970-01-01 00:00:00.000002014,650,620,765,0.911395278391328,645,0,500,0,0,0,0,0.2718,0.5454,-1.2196,-1.5021,-1.244,1,17,1970,23,678.3333333333334,208.3
145000,2011-10-01,2013-11-01,software developer,Coimbatore,m,1986,83.0,cbse,2004,76.0,cbse,2,MCA,CS,77.0,Tamil Nadu,1970-01-01 00:00:00.000002011,385,425,435,0.819416529835888,505,0,0,0,0,0,0,-1.1901,0.1888,0.9623,-0.1727,-0.7615,2,18,1970,16,415.0,184.66666666666666
180000,2011-12-01,2013-01-01,technical recruiter,Noida,m,1990,72.0,cbse,2006,71.6,cbse,2,B.Tech/B.E.,CS,62.0,Uttar Pradesh,1970-01-01 00:00:00.000002011,425,345,365,0.342314899911815,365,0,0,0,0,0,0,0.3555,0.5008,-0.344,-0.4078,-0.1295,2,16,1970,20,378.3333333333333,164.26666666666665
370000,2014-03-01,2022-09-23,software engineer,Noida,f,1991,86.6,cbse,2009,84.6,cbse,2,B.Tech/B.E.,CS,76.08,Delhi,1970-01-01 00:00:00.000002013,570,580,705,0.996744486852253,565,0,623,0,0,0,0,-0.0154,0.2124,-1.527,-2.3895,-0.6692,8,18,1970,21,618.3333333333334,196.56
350000,2012-06-01,2013-10-01,systems analyst,Chennai,m,1989,79.0,cbse,2007,74.0,cbse,1,B.Tech/B.E.,CS,80.0,Delhi,1970-01-01 00:00:00.000002012,535,585,705,0.979521744319216,625,0,0,0,0,0,0,1.0896,1.2808,-0.1988,-0.4371,0.0284,1,18,1970,19,608.3333333333334,179.66666666666666
